year,month,date,"longitude (degree: E+, W-)","latitude (degree: N+, S-)",Level 0 (pieces/m3),ratio (fragment<5 mm),Level 1 (pieces/m3),windspeed (m/s),significant wave height (m),Level 2p (pieces/km2),Level 2w1 (g/km2),Level 2w2 (g/km2),No. in Table 1
2011,6,2,-157.26,9.63,0.0,0.83,0.0,9.44,3.14,0.0,0.0,0.0,1
2011,6,3,-157.46,10.59,0.0,0.83,0.0,9.82,3.2,0.0,0.0,0.0,1
2011,6,4,-157.76,11.46,0.0,0.83,0.0,8.75,3.07,0.0,0.0,0.0,1
2011,6,4,-157.8,12.48,0.0,0.83,0.0,8.63,3.08,0.0,0.0,0.0,1
2011,6,4,-157.99,13.35,0.0,0.83,0.0,8.91,3.07,0.0,0.0,0.0,1
2011,6,5,-158.16,14.35,0.0,0.83,0.0,9.4,2.95,0.0,0.0,0.0,1
2011,6,5,-158.23,15.19,0.0,0.83,0.0,9.02,2.96,0.0,0.0,0.0,1
2011,6,6,-158.45,16.02,0.00111,0.83,0.000921,8.65,2.72,2940.0,69.6,1.56,1
2011,6,6,-158.57,16.89,0.00105,0.83,0.000871,8.65,2.72,2780.0,65.9,1.45,1
2011,6,7,-158.59,17.76,0.00804,0.83,0.00667,8.3,2.33,17500.0,414.0,13.7,1
2011,6,7,-158.43,18.61,0.0034,0.83,0.00282,7.38,2.25,6360.0,151.0,3.98,1
2011,6,8,-157.45,19.34,0.0,0.83,0.0,9.05,2.21,0.0,0.0,0.0,1
2011,7,4,-158.31,21.54,0.0,0.83,0.0,7.91,1.44,0.0,0.0,0.0,1
2011,7,5,-158.64,22.17,0.0503,0.83,0.0417,7.37,1.36,56800.0,1340.0,57.6,1
2011,7,5,-158.88,23.04,0.0118,0.83,0.00979,6.84,1.33,12100.0,287.0,8.76,1
2011,7,5,-158.95,23.77,0.00848,0.83,0.00704,6.84,1.33,8720.0,206.0,5.86,1
2011,7,6,-158.93,24.56,0.0156,0.83,0.0129,8.83,1.75,27200.0,644.0,23.5,1
2011,7,7,-159.12,25.18,0.00183,0.83,0.00152,9.77,2.53,5110.0,121.0,3.05,1
2011,7,7,-159.33,25.74,0.00696,0.83,0.00578,9.77,2.53,19400.0,460.0,15.6,1
2011,7,8,-159.71,27.01,0.00826,0.83,0.00686,10.3,2.97,28400.0,673.0,24.8,1
2011,7,9,-159.84,27.63,0.00674,0.83,0.00559,9.53,3.12,22600.0,536.0,18.7,1
2011,7,9,-159.92,28.22,0.0149,0.83,0.0124,9.1,2.91,44500.0,1050.0,42.8,1
2011,7,9,-160.08,29.2,0.00196,0.83,0.00163,9.14,2.77,5590.0,132.0,3.4,1
2011,7,10,-160.33,29.92,0.00756,0.83,0.00627,9.66,2.81,23100.0,547.0,19.2,1
2011,7,10,-160.51,30.75,0.0505,0.83,0.0419,9.1,2.69,139000.0,3300.0,172.0,1
2011,7,11,-160.45,31.68,0.0589,0.83,0.0489,8.47,2.32,131000.0,3090.0,159.0,1
2011,7,11,-160.51,32.32,0.0737,0.83,0.0612,7.75,2.21,142000.0,3370.0,177.0,1
2011,7,12,-160.66,32.85,0.0411,0.83,0.0341,8.88,2.2,90600.0,2140.0,102.0,1
2011,7,13,-160.91,33.79,0.0601,0.83,0.0499,9.82,2.51,167000.0,3950.0,215.0,1
2011,7,13,-160.15,36.07,0.0392,0.83,0.0325,9.98,2.5,110000.0,2610.0,129.0,1
2011,7,14,-159.72,37.15,0.0159,0.83,0.0132,10.4,2.6,48500.0,1150.0,47.5,1
2011,7,14,-159.54,37.88,0.00942,0.83,0.00782,10.4,2.6,28700.0,680.0,25.1,1
2011,7,15,-159.24,38.67,0.0707,0.83,0.0587,9.4,2.28,171000.0,4040.0,220.0,1
2011,7,15,-158.72,39.41,0.0347,0.83,0.0288,7.49,1.88,55100.0,1300.0,55.5,1
2011,7,16,-157.43,40.21,0.102,0.83,0.0847,4.38,1.23,62000.0,1470.0,64.1,1
2011,7,17,-156.08,40.47,0.0386,0.83,0.032,2.9,1.17,14700.0,348.0,11.1,1
2011,7,17,-154.31,40.54,0.0135,0.83,0.0112,3.96,1.19,7150.0,169.0,4.6,1
2011,7,17,-152.72,40.59,0.00517,0.83,0.00429,6.65,1.44,5600.0,133.0,3.41,1
2011,7,18,-151.03,40.41,0.0145,0.83,0.012,7.15,1.68,19600.0,465.0,15.8,1
2011,7,18,-149.84,40.33,0.0,0.83,0.0,8.2,1.84,0.0,0.0,0.0,1
2011,7,19,-148.46,40.72,0.0,0.83,0.0,6.32,1.67,0.0,0.0,0.0,1
2011,7,19,-146.94,40.64,0.01,0.83,0.0083,7.76,1.73,15200.0,359.0,11.5,1
2011,7,20,-145.08,40.58,0.0121,0.83,0.01,7.02,1.45,13800.0,328.0,10.3,1
2011,7,20,-143.33,40.65,0.00327,0.83,0.00271,7.05,1.46,3790.0,89.8,2.12,1
2011,7,21,-141.36,40.73,0.0148,0.83,0.0123,7.97,1.52,20100.0,477.0,16.3,1
2011,7,22,-139.85,40.78,0.00556,0.83,0.00461,8.76,1.86,10200.0,242.0,7.1,1
2011,7,22,-138.2,40.82,0.0,0.83,0.0,9.01,1.9,0.0,0.0,0.0,1
2011,7,22,-136.73,40.8,0.0,0.83,0.0,8.35,1.84,0.0,0.0,0.0,1
2011,7,23,-134.57,40.76,0.00571,0.83,0.00474,4.45,1.63,4680.0,111.0,2.74,1
2011,7,24,-132.64,40.77,0.01,0.83,0.0083,3.4,1.47,5620.0,133.0,3.43,1
2011,7,24,-130.56,40.51,0.0,0.83,0.0,3.95,1.57,0.0,0.0,0.0,1
2011,7,25,-128.97,40.31,0.0,0.83,0.0,4.48,1.46,0.0,0.0,0.0,1
2011,7,25,-126.99,40.09,0.0052,0.83,0.00432,4.26,1.4,3500.0,82.9,1.93,1
2011,7,25,-125.43,39.74,0.0,0.83,0.0,5.73,1.4,0.0,0.0,0.0,1
2011,7,26,-124.7,39.11,0.0,0.83,0.0,9.71,1.6,0.0,0.0,0.0,1
2011,7,26,-123.69,38.44,0.0,0.83,0.0,8.5,1.45,0.0,0.0,0.0,1
2011,8,6,-122.82,37.03,0.0,0.83,0.0,0.0,1.52,0.0,0.0,0.0,1
2011,8,6,-121.98,36.81,0.00118,0.83,0.000979,0.0,1.34,1640.0,38.8,0.762,1
2011,8,6,-122.16,36.1,0.0,0.83,0.0,5.66,1.63,0.0,0.0,0.0,1
2011,8,7,-121.87,35.51,0.0,0.83,0.0,9.64,1.69,0.0,0.0,0.0,1
2011,8,7,-121.69,34.64,0.0,0.83,0.0,8.94,1.81,0.0,0.0,0.0,1
2011,8,8,-120.62,34.27,0.0,0.83,0.0,5.46,1.73,0.0,0.0,0.0,1
2011,8,8,-119.7,33.89,0.0,0.83,0.0,4.9,1.7,0.0,0.0,0.0,1
2011,8,9,-118.91,33.73,0.000752,0.83,0.000624,2.34,1.49,296.0,7.0,0.0944,1
2011,8,17,-118.54,33.57,0.00606,0.83,0.00503,2.45,1.38,2300.0,54.4,1.15,1
2011,8,18,-119.37,33.74,0.0,0.83,0.0,6.42,1.68,0.0,0.0,0.0,1
2011,8,20,-119.36,33.45,0.0,0.83,0.0,7.21,1.66,0.0,0.0,0.0,1
2011,10,4,-119.22,32.03,0.0,0.83,0.0,6.25,1.51,0.0,0.0,0.0,1
2011,10,4,-119.7,31.94,0.0,0.83,0.0,7.01,1.63,0.0,0.0,0.0,1
2011,10,5,-120.54,31.86,0.0,0.83,0.0,6.11,2.05,0.0,0.0,0.0,1
2011,10,6,-121.25,31.61,0.0,0.83,0.0,7.9,2.4,0.0,0.0,0.0,1
2011,10,6,-122.01,31.2,0.0,0.83,0.0,7.77,2.41,0.0,0.0,0.0,1
2011,10,6,-122.77,30.82,0.0,0.83,0.0,7.61,2.35,0.0,0.0,0.0,1
2011,10,7,-123.66,30.34,0.0,0.83,0.0,8.73,3.36,0.0,0.0,0.0,1
2011,10,8,-124.79,29.77,0.0,0.83,0.0,8.0,3.02,0.0,0.0,0.0,1
2011,10,8,-125.76,29.43,0.0,0.83,0.0,7.91,2.98,0.0,0.0,0.0,1
2011,10,8,-126.51,28.97,0.0,0.83,0.0,8.06,2.87,0.0,0.0,0.0,1
2011,10,9,-127.31,28.49,0.0,0.83,0.0,7.58,2.42,0.0,0.0,0.0,1
2011,10,9,-128.15,28.03,0.0,0.83,0.0,7.87,2.35,0.0,0.0,0.0,1
2011,10,10,-128.79,27.7,0.00542,0.83,0.0045,7.52,2.06,9460.0,224.0,6.46,1
2011,10,10,-129.4,27.45,0.0,0.83,0.0,6.7,2.02,0.0,0.0,0.0,1
2011,10,11,-129.41,26.58,0.0,0.83,0.0,7.43,1.98,0.0,0.0,0.0,1
2011,10,12,-129.31,25.69,0.00173,0.83,0.00144,7.57,1.96,2900.0,68.6,1.53,1
2011,10,12,-129.39,24.81,0.103,0.83,0.0855,7.29,1.99,168000.0,3990.0,217.0,1
2011,10,12,-129.29,24.13,0.0,0.83,0.0,7.29,1.99,0.0,0.0,0.0,1
2011,10,13,-129.27,23.42,0.0149,0.83,0.0124,4.14,2.13,14800.0,351.0,11.2,1
2011,10,14,-129.34,22.83,0.00866,0.83,0.00719,2.63,2.42,6210.0,147.0,3.87,1
2011,10,14,-129.39,21.65,0.00675,0.83,0.0056,3.18,2.4,5800.0,137.0,3.56,1
2011,10,14,-129.36,20.88,0.0,0.83,0.0,2.22,2.38,0.0,0.0,0.0,1
2011,10,15,-129.47,19.23,0.00328,0.83,0.00272,2.61,2.25,2170.0,51.4,1.07,1
2011,10,16,-129.43,18.28,0.0,0.83,0.0,2.05,1.97,0.0,0.0,0.0,1
2011,10,16,-129.59,17.15,0.00139,0.83,0.00115,2.35,1.99,733.0,17.3,0.285,1
2011,10,16,-129.66,16.55,0.00283,0.83,0.00235,2.17,2.01,1390.0,32.9,0.624,1
2011,10,17,-129.63,15.63,0.0,0.83,0.0,5.58,2.04,0.0,0.0,0.0,1
2011,10,18,-129.79,14.73,0.00109,0.83,0.000905,8.76,2.68,2890.0,68.4,1.52,1
2011,10,18,-129.94,13.83,0.00174,0.83,0.00144,9.62,2.65,4990.0,118.0,2.97,1
2011,10,18,-129.97,13.06,0.0,0.83,0.0,9.62,2.65,0.0,0.0,0.0,1
2011,10,19,-130.0,12.26,0.0,0.83,0.0,8.8,2.42,0.0,0.0,0.0,1
2011,10,19,-130.16,11.68,0.0,0.83,0.0,4.86,2.54,0.0,0.0,0.0,1
2011,10,20,-130.43,11.07,0.00875,0.83,0.00726,5.09,2.02,10100.0,239.0,7.02,1
2011,10,20,-130.83,10.67,0.00841,0.83,0.00698,3.31,2.06,6470.0,153.0,4.07,1
2011,10,21,-131.19,10.0,0.00363,0.83,0.00301,6.12,1.79,4490.0,106.0,2.61,1
2011,10,21,-131.73,10.53,0.0,0.83,0.0,6.12,1.79,0.0,0.0,0.0,1
2011,10,22,-131.75,10.5,0.0,0.83,0.0,8.32,2.02,0.0,0.0,0.0,1
2011,10,22,-131.99,10.53,0.00148,0.83,0.00123,8.32,2.02,2800.0,66.2,1.46,1
2011,10,22,-132.61,10.62,0.0,0.83,0.0,9.04,2.0,0.0,0.0,0.0,1
2011,10,23,-133.34,10.7,0.0,0.83,0.0,9.96,2.66,0.0,0.0,0.0,1
2011,10,23,-134.23,10.81,0.0,0.83,0.0,9.42,2.68,0.0,0.0,0.0,1
2011,10,24,-134.88,10.89,0.00142,0.83,0.00118,9.26,2.63,3900.0,92.3,2.19,1
2011,10,24,-135.75,11.33,0.0,0.83,0.0,9.06,2.62,0.0,0.0,0.0,1
2011,10,24,-136.46,11.51,0.0,0.83,0.0,8.93,2.62,0.0,0.0,0.0,1
2011,10,25,-137.65,11.71,0.0014,0.83,0.00116,9.23,2.43,3540.0,83.8,1.95,1
2011,10,26,-138.86,12.34,0.0021,0.83,0.00174,7.95,2.5,4710.0,112.0,2.76,1
2011,10,26,-139.6,12.76,0.00449,0.83,0.00373,6.68,2.51,8490.0,201.0,5.66,1
2011,10,26,-140.38,13.18,0.0,0.83,0.0,7.6,2.51,0.0,0.0,0.0,1
2011,10,27,-141.35,14.21,0.00936,0.83,0.00777,7.74,2.62,21400.0,507.0,17.5,1
2011,10,28,-142.11,14.65,0.0,0.83,0.0,7.82,2.59,0.0,0.0,0.0,1
2011,10,28,-143.27,15.58,0.0,0.83,0.0,8.7,2.61,0.0,0.0,0.0,1
2011,10,29,-144.06,15.98,0.0,0.83,0.0,7.48,2.49,0.0,0.0,0.0,1
2011,10,29,-145.03,16.52,0.00213,0.83,0.00177,8.45,2.51,5090.0,120.0,3.04,1
2011,10,30,-145.84,16.64,0.00137,0.83,0.00114,9.11,2.56,3610.0,85.4,2.0,1
2011,10,30,-146.68,16.81,0.000794,0.83,0.000659,8.91,2.53,2020.0,47.7,0.98,1
2011,10,31,-147.48,16.77,0.00119,0.83,0.000988,10.5,2.68,3760.0,88.9,2.1,1
2011,11,1,-148.43,16.94,0.00232,0.83,0.00193,10.4,2.9,7910.0,187.0,5.2,1
2011,11,1,-149.41,17.26,0.00213,0.83,0.00177,10.1,2.83,6850.0,162.0,4.36,1
2011,11,2,-150.4,17.64,0.00106,0.83,0.00088,9.52,3.12,3550.0,84.1,1.96,1
2011,11,2,-151.32,18.12,0.0,0.83,0.0,9.85,3.05,0.0,0.0,0.0,1
2011,11,3,-152.22,18.32,0.0,0.83,0.0,10.5,3.17,0.0,0.0,0.0,1
2011,11,3,-152.95,18.41,0.0,0.83,0.0,10.5,3.17,0.0,0.0,0.0,1
2011,11,3,-153.89,18.58,0.0,0.83,0.0,10.3,3.13,0.0,0.0,0.0,1
2011,11,4,-154.76,19.07,0.0,0.83,0.0,11.2,3.08,0.0,0.0,0.0,1
2011,11,5,-155.99,19.45,0.0227,0.83,0.0188,10.5,3.01,81200.0,1920.0,89.0,1
2001,11,17,-158.03,19.41,0.00105,0.83,0.000871,2.78,2.76,911.0,21.6,0.372,1
2011,11,17,-158.02,19.15,0.000892,0.83,0.00074,7.72,2.13,1660.0,39.2,0.771,1
2011,11,18,-158.25,18.2,0.0,0.83,0.0,10.6,2.66,0.0,0.0,0.0,1
2011,11,18,-158.28,17.19,0.000774,0.83,0.000642,10.0,2.63,2300.0,54.3,1.15,1
2011,11,19,-158.28,16.4,0.0,0.83,0.0,10.2,2.75,0.0,0.0,0.0,1
2011,11,19,-158.18,15.54,0.0,0.83,0.0,10.4,2.82,0.0,0.0,0.0,1
2011,11,20,-158.0,14.64,0.000846,0.83,0.000702,9.67,2.5,2310.0,54.6,1.16,1
2011,11,21,-158.01,12.29,0.0,0.83,0.0,7.87,2.49,0.0,0.0,0.0,1
2011,11,22,-157.95,11.39,0.0,0.83,0.0,9.81,2.65,0.0,0.0,0.0,1
2011,11,22,-157.78,10.43,0.0,0.83,0.0,9.75,2.58,0.0,0.0,0.0,1
2011,11,23,-157.43,9.52,0.0,0.83,0.0,10.8,3.08,0.0,0.0,0.0,1
2011,11,24,-157.19,8.94,0.0,0.83,0.0,7.99,2.76,0.0,0.0,0.0,1
2011,11,24,-156.89,8.36,0.0,0.83,0.0,7.03,2.7,0.0,0.0,0.0,1
2011,11,24,-156.83,8.11,0.0,0.83,0.0,7.03,2.7,0.0,0.0,0.0,1
2011,11,25,-156.53,7.13,0.00198,0.83,0.00164,6.16,2.36,3240.0,76.8,1.75,1
2011,11,26,-156.59,6.18,0.0,0.83,0.0,7.52,2.65,0.0,0.0,0.0,1
2011,11,26,-156.6,4.9,0.00476,0.83,0.00395,5.24,2.28,6400.0,151.0,4.01,1
2011,11,27,-156.63,4.6,0.0,0.83,0.0,7.47,2.51,0.0,0.0,0.0,1
2011,11,27,-157.05,3.68,0.0,0.83,0.0,7.63,2.37,0.0,0.0,0.0,1
2011,11,27,-157.63,2.95,0.0,0.83,0.0,7.63,2.2,0.0,0.0,0.0,1
2011,12,2,-157.64,1.91,0.0,0.83,0.0,10.6,3.03,0.0,0.0,0.0,1
2011,12,2,-157.96,1.24,0.0,0.83,0.0,10.6,3.03,0.0,0.0,0.0,1
2011,12,3,-158.54,0.29,0.0,0.83,0.0,9.01,2.96,0.0,0.0,0.0,1
2011,12,3,-159.0,-0.61,0.0,0.83,0.0,8.94,2.99,0.0,0.0,0.0,1
2011,12,4,-158.65,-1.3,0.0,0.83,0.0,8.44,2.97,0.0,0.0,0.0,1
2011,12,5,-157.17,-2.24,0.00304,0.83,0.00252,9.16,2.83,8890.0,210.0,6.0,1
2011,12,5,-157.2,-3.07,0.0,0.83,0.0,9.14,2.8,0.0,0.0,0.0,1
2011,12,6,-157.1,-3.91,0.0,0.83,0.0,9.0,2.56,0.0,0.0,0.0,1
2011,12,6,-157.13,-3.74,0.0,0.83,0.0,9.0,2.56,0.0,0.0,0.0,1
2011,12,7,-157.38,-4.62,0.0,0.83,0.0,8.95,2.52,0.0,0.0,0.0,1
2011,12,7,-157.36,-5.42,0.0,0.83,0.0,8.93,2.5,0.0,0.0,0.0,1
2011,12,8,-157.32,-6.39,0.0,0.83,0.0,8.28,2.34,0.0,0.0,0.0,1
2011,12,8,-156.79,-7.03,0.0,0.83,0.0,8.19,2.32,0.0,0.0,0.0,1
2011,12,9,-156.24,-7.85,0.0,0.83,0.0,6.76,1.97,0.0,0.0,0.0,1
2011,12,9,-155.9,-8.7,0.0,0.83,0.0,6.29,1.94,0.0,0.0,0.0,1
2011,12,10,-155.53,-9.45,0.0,0.83,0.0,4.59,1.76,0.0,0.0,0.0,1
2011,12,11,-155.16,-10.37,0.00378,0.83,0.00314,5.85,1.83,4570.0,108.0,2.66,1
2011,12,11,-154.88,-11.09,0.000814,0.83,0.000676,5.04,1.76,813.0,19.2,0.324,1
2011,12,11,-154.83,-11.39,0.0,0.83,0.0,5.04,1.76,0.0,0.0,0.0,1
2011,12,12,-154.87,-12.5,0.0,0.83,0.0,6.16,2.0,0.0,0.0,0.0,1
2011,12,12,-153.95,-12.49,0.0,0.83,0.0,6.22,2.01,0.0,0.0,0.0,1
2011,12,13,-152.86,-13.46,0.0,0.83,0.0,8.07,2.16,0.0,0.0,0.0,1
2011,12,14,-152.51,-13.8,0.0,0.83,0.0,7.97,2.39,0.0,0.0,0.0,1
2011,12,14,-152.46,-14.13,0.0,0.83,0.0,7.4,2.31,0.0,0.0,0.0,1
2011,12,15,-152.54,-14.31,0.0,0.83,0.0,7.34,2.21,0.0,0.0,0.0,1
2011,12,15,-152.4,-14.47,0.0,0.83,0.0,7.34,2.21,0.0,0.0,0.0,1
2011,12,16,-151.87,-15.33,0.00223,0.83,0.00185,5.67,1.82,2600.0,61.6,1.34,1
2011,12,16,-151.63,-16.21,0.0,0.83,0.0,5.58,1.79,0.0,0.0,0.0,1
2011,12,20,-150.5,-17.25,0.0,0.83,0.0,6.12,1.64,0.0,0.0,0.0,1
2012,1,1,-150.99,-17.04,0.0,0.83,0.0,4.2,2.37,0.0,0.0,0.0,1
2012,1,1,-152.09,-16.59,0.0,0.83,0.0,5.53,2.49,0.0,0.0,0.0,1
2012,1,1,-152.31,-16.52,0.0,0.83,0.0,5.53,2.49,0.0,0.0,0.0,1
2012,1,2,-152.29,-16.59,0.00911,0.83,0.00756,4.7,2.02,9730.0,230.0,6.69,1
2012,1,2,-152.02,-16.8,0.0103,0.83,0.00855,4.7,2.02,11000.0,260.0,7.78,1
2012,1,3,-151.69,-16.57,0.00304,0.83,0.00252,3.9,1.69,2260.0,53.4,1.12,1
2012,1,3,-151.84,-16.44,0.00943,0.83,0.00783,3.9,1.69,7000.0,166.0,4.48,1
2012,1,4,-151.68,-16.69,0.0,0.83,0.0,1.15,1.55,0.0,0.0,0.0,1
2012,1,4,-151.59,-16.72,0.0,0.83,0.0,1.15,1.55,0.0,0.0,0.0,1
2012,1,5,-150.71,-16.65,0.00748,0.83,0.00621,5.23,1.37,6040.0,143.0,3.74,1
2012,1,5,-150.43,-17.08,0.00158,0.83,0.00131,6.18,1.41,1550.0,36.6,0.71,1
2012,1,6,-150.28,-17.05,0.0,0.83,0.0,5.59,1.48,0.0,0.0,0.0,1
2012,1,12,-150.82,-16.81,0.0,0.83,0.0,8.59,2.29,0.0,0.0,0.0,1
2012,2,4,-148.38,-16.17,0.0,0.83,0.0,5.82,2.72,0.0,0.0,0.0,1
2012,2,5,-148.14,-15.99,0.00272,0.83,0.00226,6.23,2.32,4440.0,105.0,2.57,1
2012,2,5,-148.34,-15.27,0.000822,0.83,0.000682,6.23,2.32,1340.0,31.8,0.597,1
2012,2,8,-147.02,-14.69,0.000966,0.83,0.000802,3.32,1.87,676.0,16.0,0.259,1
2012,2,9,-143.01,-14.03,0.0164,0.83,0.0136,4.52,1.49,12400.0,294.0,9.01,1
2012,2,9,-145.48,-13.67,0.00167,0.83,0.00139,4.66,1.52,1330.0,31.6,0.592,1
2012,2,10,-144.5,-13.33,0.0,0.83,0.0,4.64,1.4,0.0,0.0,0.0,1
2012,2,10,-144.1,-12.95,0.0,0.83,0.0,2.5,1.4,0.0,0.0,0.0,1
2012,2,11,-143.29,-12.03,0.0,0.83,0.0,1.64,1.66,0.0,0.0,0.0,1
2012,2,11,-142.87,-11.42,0.0,0.83,0.0,1.11,1.68,0.0,0.0,0.0,1
2012,2,12,-142.21,-10.73,0.00131,0.83,0.00109,3.04,1.92,865.0,20.5,0.349,1
2012,2,12,-141.71,-10.38,0.0,0.83,0.0,4.26,1.89,0.0,0.0,0.0,1
2012,2,13,-140.89,-9.76,0.0,0.83,0.0,2.38,2.1,0.0,0.0,0.0,1
2012,2,14,-140.23,-9.08,0.0,0.83,0.0,1.06,1.87,0.0,0.0,0.0,1
2012,2,20,-140.95,-8.73,0.0,0.83,0.0,5.08,2.41,0.0,0.0,0.0,1
2012,2,20,-141.38,-8.27,0.0,0.83,0.0,4.7,2.42,0.0,0.0,0.0,1
2012,2,20,-141.74,-7.82,0.0,0.83,0.0,4.53,2.47,0.0,0.0,0.0,1
2012,2,21,-142.64,-6.7,0.00117,0.83,0.000971,3.73,2.45,1210.0,28.6,0.524,1
2012,2,21,-143.32,-6.18,0.0,0.83,0.0,3.42,2.45,0.0,0.0,0.0,1
2012,2,22,-144.39,-5.29,0.0,0.83,0.0,4.09,2.25,0.0,0.0,0.0,1
2012,2,22,-144.82,-4.95,0.0,0.83,0.0,3.56,2.27,0.0,0.0,0.0,1
2012,2,23,-145.72,-4.44,0.0,0.83,0.0,4.8,2.23,0.0,0.0,0.0,1
2012,2,23,-147.01,-3.69,0.0,0.83,0.0,4.67,2.31,0.0,0.0,0.0,1
2012,2,24,-149.57,-2.48,0.0,0.83,0.0,3.46,2.36,0.0,0.0,0.0,1
2012,2,25,-151.29,-1.67,0.0,0.83,0.0,6.37,2.17,0.0,0.0,0.0,1
2012,2,26,-152.27,-1.06,0.0,0.83,0.0,6.52,1.96,0.0,0.0,0.0,1
2012,2,28,-156.27,0.64,0.000856,0.83,0.00071,6.67,2.03,1310.0,31.0,0.578,1
2012,2,28,-157.22,1.48,0.0,0.83,0.0,6.5,2.18,0.0,0.0,0.0,1
2012,3,4,-157.34,3.48,0.00294,0.83,0.00244,9.04,3.32,9940.0,235.0,6.87,1
2012,3,4,-157.52,4.27,0.0,0.83,0.0,9.43,3.36,0.0,0.0,0.0,1
2012,3,5,-157.63,6.33,0.0,0.83,0.0,10.1,3.26,0.0,0.0,0.0,1
2012,3,6,-157.83,8.02,0.0,0.83,0.0,8.98,3.1,0.0,0.0,0.0,1
2012,3,8,-158.35,12.01,0.0,0.83,0.0,10.1,3.2,0.0,0.0,0.0,1
2012,3,29,-157.88,21.25,0.00198,0.83,0.00164,7.84,1.67,2920.0,69.1,1.54,1
2012,3,29,-158.05,20.69,0.0036,0.83,0.00299,6.91,2.29,6420.0,152.0,4.03,1
2012,3,30,-158.39,19.9,0.000928,0.83,0.00077,8.95,2.58,2420.0,57.2,1.22,1
2012,3,31,-158.68,18.96,0.0084,0.83,0.00697,11.6,3.46,38000.0,898.0,35.2,1
2012,3,31,-158.96,18.42,0.0167,0.83,0.0139,11.6,3.46,75500.0,1790.0,81.4,1
2012,3,31,-159.22,17.38,0.00193,0.83,0.0016,11.7,3.55,9040.0,214.0,6.12,1
2012,4,1,-159.34,16.45,0.0,0.83,0.0,9.9,3.25,0.0,0.0,0.0,1
2012,4,1,-159.46,15.39,0.00264,0.83,0.00219,10.3,3.23,9890.0,234.0,6.83,1
2012,4,2,-159.29,14.59,0.00393,0.83,0.00326,9.4,2.97,12400.0,293.0,8.98,1
2012,4,2,-159.18,13.65,0.00264,0.83,0.00219,9.49,3.03,8550.0,202.0,5.72,1
2012,4,3,-159.03,12.71,0.0,0.83,0.0,9.54,2.86,0.0,0.0,0.0,1
2012,4,4,-159.02,11.49,0.000866,0.83,0.000719,9.02,2.62,2310.0,54.6,1.16,1
2012,4,4,-158.95,10.51,0.0,0.83,0.0,8.94,2.63,0.0,0.0,0.0,1
2012,4,5,-158.87,9.48,0.0,0.83,0.0,9.54,2.6,0.0,0.0,0.0,1
2012,4,5,-158.71,8.56,0.0,0.83,0.0,9.21,2.67,0.0,0.0,0.0,1
2012,4,6,-158.45,7.4,0.0,0.83,0.0,9.0,2.6,0.0,0.0,0.0,1
2012,4,6,-158.16,6.39,0.00732,0.83,0.00608,8.94,2.58,19100.0,451.0,15.2,1
2012,4,7,-158.02,5.68,0.000822,0.83,0.000682,6.49,2.4,1450.0,34.2,0.654,1
2012,4,7,-157.62,4.78,0.0,0.83,0.0,7.38,2.48,0.0,0.0,0.0,1
2012,4,8,-157.54,3.88,0.00129,0.83,0.00107,6.48,2.19,2060.0,48.7,1.01,1
2012,4,8,-157.49,3.24,0.0,0.83,0.0,6.48,2.19,0.0,0.0,0.0,1
2012,4,8,-157.56,2.47,0.0,0.83,0.0,4.68,2.14,0.0,0.0,0.0,1
2012,4,12,-157.55,1.99,0.0,0.83,0.0,6.64,2.16,0.0,0.0,0.0,1
2012,4,12,-158.05,1.29,0.0,0.83,0.0,6.32,2.08,0.0,0.0,0.0,1
2012,4,12,-158.38,1.8,0.0,0.83,0.0,6.32,2.08,0.0,0.0,0.0,1
2012,4,13,-158.89,2.53,0.00308,0.83,0.00256,6.48,2.64,5950.0,141.0,3.67,1
2012,4,14,-159.61,3.45,0.0,0.83,0.0,9.57,3.16,0.0,0.0,0.0,1
2012,4,14,-160.18,4.29,0.0,0.83,0.0,9.49,3.21,0.0,0.0,0.0,1
2012,4,15,-160.96,4.95,0.0,0.83,0.0,10.1,2.97,0.0,0.0,0.0,1
2012,4,15,-161.95,5.55,0.00363,0.83,0.00301,10.1,3.01,12500.0,296.0,9.09,1
2012,4,19,-162.09,6.64,0.027,0.83,0.0224,9.32,2.89,82000.0,1940.0,90.1,1
2012,4,20,-162.19,7.42,0.0,0.83,0.0,9.56,2.97,0.0,0.0,0.0,1
2012,4,21,-162.27,8.22,0.0,0.83,0.0,10.2,2.99,0.0,0.0,0.0,1
2012,4,21,-162.35,9.19,0.0,0.83,0.0,10.1,2.92,0.0,0.0,0.0,1
2012,4,22,-162.34,10.33,0.0,0.83,0.0,10.1,2.73,0.0,0.0,0.0,1
2012,4,23,-162.1,12.59,0.0,0.83,0.0,9.69,2.8,0.0,0.0,0.0,1
2012,4,24,-161.51,14.53,0.0,0.83,0.0,10.9,3.38,0.0,0.0,0.0,1
2012,4,24,-161.06,15.46,0.00124,0.83,0.00103,10.5,3.36,4910.0,116.0,2.9,1
2012,4,25,-160.97,16.05,0.0,0.83,0.0,10.0,3.06,0.0,0.0,0.0,1
2012,4,25,-160.59,17.02,0.0,0.83,0.0,9.4,3.03,0.0,0.0,0.0,1
2012,4,26,-160.45,17.87,0.0,0.83,0.0,9.06,2.78,0.0,0.0,0.0,1
2012,4,26,-159.72,18.47,0.0174,0.83,0.0144,8.48,2.71,45100.0,1070.0,43.5,1
